企业名称,岗位名称,招聘人数,用工形式,薪资范围,岗位要求,工作地点,登记开始时间,登记结束时间,招聘联系人,联系人电话,登记机构
北京佰加佰教育科技有限公司,学前教育,2,全职,月薪(元):4000-6000,"学前教育
1.幼师.教育学.师范类专业毕业优先，有特长.托管经验，优先考虑。?
2.对孩子有爱心.耐心.责任心，喜欢孩子，亲和力强；
3.语言表达.沟通能力强，善于人际交流，有出色的组织能力.和演讲能力，有良好的团队精神；",北京市门头沟区熙望中心a座,12/6/2026,12/7/2026,王*士,1760089****,石景山区
北京中星试验技术有限公司,软件测评工程师,5,全职,月薪(元):7000-20000,通信、电子、计算机等相关专业,北京市房山区西潞街道长虹西路73号1幢1层M1121,1/5/2026,1/7/2026,葛*顺,1590107****,经济技术开发区
北京安禄家庭服务有限公司,养老护理员,50,全职,月薪(元):4000-6000,身体健康，会做饭，勤快眼里有活，学历经验不限,北京市昌平区天通中苑二区41号楼14层1406,8/6/2026,8/7/2026,陈*洪,1565237****,紫竹院街道
德润鑫丰（北京）劳务派遣有限公司,酒店前台接待,5,全职,月薪(元):4500-5000,"岗位职责：1.负责热情接待宾客，提供专业的入住与退房服务；2.负责处理宾客咨询，确保信息传达准确无误；3.负责维护前台区域整洁，管理前台设备及文件资料；4.负责协助处理宾客投诉，提升客户满意度；5.负责与相关部门协作，确保酒店运营的顺畅。
岗位要求：1.要求具备良好的沟通能力和服务意识；2.要求能够熟练操作电脑及酒店管理软件；3.要求有团队合作精神，能适应轮班工作制；4.形象气质佳，有相关工作经验者优先；5.对待工作积极主动，有责任心。
岗位待遇：税前综合工资4500-5000元/月，缴纳五险；（可录用应届毕业生）。",北京市房山区卓秀北街8号院1号楼3层,2/4/2026,30/6/2026,梁*师,1333100****,月坛街道
北京伯肯节能科技股份有限公司,电工,1,全职,月薪(元):4800-6000,高压电工，有机械设备安装等经验优先。,北京市顺义区赵全营镇东盈路21号,8/6/2026,8/7/2026,王*士,1580164****,顺义区
北京辉煌元通农业科技发展有限公司,电商直播主播?,3,全职,月薪(元):4000-6000,普通话流利、镜头表现力强，上镜亲和自然，无明显口音；有鲜花/绿植直播带货经验、懂园艺养护、做过高客单价盆栽主播；无经验热爱花卉可带薪岗前培训；性格开朗抗压，善于互动控场，能稳定长期在岗；踏实诚信，熟悉平台直播规则。,北京市顺义区赵全营镇小高丽营村丽兴大街97号,9/6/2026,9/7/2026,白*士,1369929****,马坡地区
北京大旺食品有限公司,污水处理现场操作人员,1,全职,月薪(元):5000-6000,大专及以上学历，环境工程相关专业；有污水处理实操经验或污水水质化验经验者优先考虑。,北京市平谷区兴谷经济开发区8号区东侧,13/3/2026,9/7/2026,郭*士,1352161****,平谷区
泓冠嘉（北京）房地产经纪有限公司,保安员,6,全职,月薪(元):3500-4500,思想品德好，吃苦耐劳，积极上进，工作踏实，服从管理，团队和服务意识强，对工作认真负责，有较强的责任心和沟通能力。,北京市海淀区高里掌路1号院,10/6/2026,31/7/2026,杨*理,1991055****,龙泉地区
北京宽沟会议中心,网络运营专员/助理,1,全职,月薪(元):4000-4500,具有中专及以上文化程度以上，具有相关专业知识和技能证书。,北京市怀柔区宽沟路一号,15/5/2026,19/6/2026,覃*,6963****,龙山街道
北京福恩家政服务有限公司,家电清洗员,5,全职,月薪(元):4000-10000,具有良好的沟通能力和团队协作精神；能够适应灵活的工作时间。,丰台区丰台镇游泳场北路9号71幢2层202-1室,11/6/2026,11/7/2026,杨*银,1781309****,西城区
北京熊之家文化有限公司,营销活动策划 ,2,全职,月薪(元):11000-16000,"1.本科及以上学历，市场营销、广告、传媒、工商管理等相关专业优先
2.5年及以上营销策划相关工作经验，3年及以上同岗位管理经验，有成熟操盘案例者优先
3.具备完整的营销体系思维，擅长品牌定位、整合营销、活动策划、内容营销与全域推广
4.熟悉线上线下营销渠道（新媒体、短视频、直播、社群、公关、展会、信息流等），有成功落地经验
5.具备优秀的市场洞察力、策略思考能力、项目统筹能力与跨部门沟通协调能力
6.有较强的文案功底、创意能力，能独立把控营销方案质量与输出标准
7.结果导向，抗压能力强，具备团队管理、人才培养与目标拆解执行能力
8.有相关行业（可补充行业方向）头部企业/知名品牌营销操盘经验者优先",北京市海淀区牡丹写字楼海淀区花园东路乙9号院-2号牡丹写字楼 318室,23/3/2026,22/6/2026,曹*士,1952007****,石景山区
北京南涧企业管理有限公司,销售行政专员/助理,7,全职,月薪(元):3300-3800,身心健康，形象气质佳,北京市昌平区石坊院21号5层524、525、526号,21/5/2026,21/6/2026,钱*理,1861269****,昌平区
空港云启（北京）科技有限公司,保洁,3,全职,月薪(元):3500-3500,有保洁工作经验，稳定肯干。,北京市顺义区后沙峪镇安详大街10号,2/6/2026,2/7/2026,孙*管,1368107****,顺义区
北京中电伊川测控技术有限公司,资深嵌入式工程师,2,全职,月薪(元):12000-15000,"1.?5 年及以上嵌入式开发实操经验，有工业 / 医疗仪器、嵌入式仪表开发经验优先；
2.?熟练用 C 语言写代码 / 调程序，熟悉 FreeRTOS/uC/OS 等主流 RTOS 系统；
3.?能独立做嵌入式项目开发、软硬件协同调试，会指导初级工程师优先；
4.?能和硬件、测试、生产部门配合，推进项目按时交付，可接受项目期加班及周六日偶尔到岗支持。",北京市石景山区京宝公司1号楼,18/3/2026,17/7/2026,熊*士,1521021****,石景山区
中国平安人寿保险股份有限公司北京分公司西城西单营销服务部, 客服经理,7,全职,月薪(元):8500-20000,服从公司日常管理 组织培训 完成公司 日常接待，客户活动 及公司数据要求 有责任心 有团队精神 能吃苦耐劳拼搏努力者优先,北京市西城区灵境胡同兆金大厦A座4层401,2/6/2026,2/7/2026,翟*荣,1368311****,通州区
北京华卓精科科技股份有限公司,材料工程师,5,全职,月薪(元):10000-20000,材料类,北京市经济技术开发区经海路与科创十街交叉口西北角，华卓精科亦庄园区,1/5/2026,1/7/2026,王*晨,1730227****,经济技术开发区
戎威国际保安服务（北京）有限公司,安全消防,1,全职,月薪(元):4500-4500,双人值机，白班，要求初级本，管吃管住，月休四天,北京市昌平区城南街道新汇园社区昌南路北临18号,20/5/2026,20/6/2026,戴*生,1727672****,昌平区
北京睿通人力资源有限公司,设备维修工,5,全职,月薪(元):5000-8000,负责处置现场设备故障，确保生产设备设施的正常运行，准确执行设备预检修计划和其他维修任务，协助班组开展能力提升工作，协助生产班组开展TPM工作。3年以上整车厂设备维修相关工作经验；技能要求：有电工基础、机械基础知识，会掌握车身同类设备常见性故障的维修。,北京市密云区阳光街424号楼1至3层111（2、3层）,28/5/2026,28/6/2026,王*士,1850093****,十里堡镇
新毅东（北京）科技有限公司,财务校招生（北京）,1,全职,月薪(元):8000-20000,"1.本科及以上学历，财务、会计、金融、经济等相关专业，具备扎实的财务基础知识；
2.熟悉国家财务法规、会计准则及税务政策，具备CPA、ACCA等证书者优先；
3.熟练使用财务软件（如用友、金蝶、SAP等）及Office办公软件（Excel为必备）；
4.具备较强的数据分析能力，能够从财务数据中发现业务问题并提出解决方案；
5.学习能力强，愿意接受挑战，具备良好的抗压能力及团队协作精神；
6.沟通表达清晰，逻辑思维严谨，具备较强的职业素养与责任心；",北京市北京经济技术开发区荣昌东街甲5号3号楼1层101-21,1/5/2026,1/7/2026,孙*,1369303****,经济技术开发区
北京醇诺酒店管理有限公司,客房服务员,10,全职,月薪(元):2580-3580,认真踏实，勤劳肯干,北京市密云区北庄镇北庄村南沟27号,3/6/2026,1/11/2026,李*,8100****,北庄镇
北京贤士科技有限公司,驾驶员,3,全职,月薪(元):5000-6000,退役军人优先，无纹身。形象好，政治过硬。有机动车驾驶经验2年及以上;有亲和力，普通话标准，无不良嗜好，服从管理，能吃苦耐劳。,北京市朝阳区来广营西路88号,19/5/2026,19/6/2026,吴*印,1391139****,台湖镇
中科优巨（北京）科技有限公司,技术研发工程师,4,全职,月薪(元):12500-18000,硕士研究生，高分子材料及化学化工相关专业，具备有机合成、材料研发改性等系统理论储备与技术攻坚能力，出色的解决问题能力，推动技术创新与落地。,广东省江门市江海区连海路700号广东优巨先进新材料股份有限公司,20/5/2026,31/12/2026,刘*士,1802678****,房山区
北京市科通电子继电器总厂有限公司,销售外勤,5,全职,月薪(元):8000-12000,"任职要求：
1.研究生及以上学历；
2.熟悉具备电子技术、电力电子、半导体相关专业知识；
3.熟练掌握熟练掌握电路板、CAD、三维建模等绘图软件和仿真软件者优先；
4.有固体继电器及固态功率控制器产品开发经验、熟悉产品封装结构和工艺者优先；
5.掌握相关测试仪器的使用和仿真软件者优先；
6.具有较强的工作积极性、主动性，乐于学习新知识、敢于接受挑战，善于沟通，能够承受一定的工作压力",北京市北京经济开发区凉水河一街2号院1号楼,24/2/2026,30/6/2026,尤*师,1532141****,经济技术开发区
北京四道口金辉商务大酒店有限公司,物业管理员,1,全职,月薪(元):3500-4000,高中以上学历，有物业工作经验者优先。,北京市海淀区学院南路48号明光金辉商务大酒店,22/5/2026,22/6/2026,刘*士,1381112****,北太平庄街道
尼卡国际（北京）乐器有限公司,琵琶主播,2,全职,月薪(元):6000-10000,熟练演奏琵琶,北京通州区科创十四街赛蒂国际工业园3号楼3层,1/5/2026,1/7/2026,井*生,1571887****,经济技术开发区
北京凯恩帝数控技术有限责任公司,硬件开发工程师,20,全职,月薪(元):20000-40000,"1、电气、自动化、机电、电子等相关专业，硕士及以上学历；
2、熟悉交流伺服、异步电机工作原理，有电机驱动器、变频器、开关电源等任一电力电子领域开发经验；
3、有IT，C2000或ARM,Cortex-M等处理器设计经验；
4、熟练模拟和数字电路原理，会使用至少一种仿真软件及PCB设计软件；
5、有EMC设计及测试经验，熟悉各种测试标准；
6、性格温和善于沟通，责任心强，善于专研，踏实勤奋，有团队意识；
7、英语专业基础知识好，具有一定的英语读、写、说能力。",丰台区南四环西路188号十一区3号楼,9/6/2026,9/7/2026,左*士,1590155****,新村街道
北京职为家人力资源有限公司,物业维修,10,全职,月薪(元):5200-5700,"岗位要求：1.高中（含）以上学历，至少持有1个工程专业证书（空调设备相关专业证书、智能楼宇管理师证书、高、低压电工作业、水暖工、管工等）优先考虑。
2.男。
3.从事物业维修、弱电工作2年（含）以上工作经历。
4.具有水、电、弱电综合维修能力、专业操作证书者优先考虑。
5.良好的专业素质和职业素养、熟悉综合维修、瓦木油、弱电等专业知识，维修人员要有综合维修技能。
6.有良好的沟通能力与协调能力，具备意外事件及紧急事故的预防与处理的能力。
",北京市西城区展览路甲5号北京银龙苑宾馆,18/12/2025,31/3/2027,孙*倩,1927114****,西城区
北京麦当劳食品有限公司永定路餐厅,服务员,5,兼职,月薪(元):3000-5000,"1.学生，每个月能确保提供80-120小时以上，有工时激励(需提供学信网学籍证明或者学生证)
2.退休-早晚班可以随意切换的优先考虑",北京市海淀区复兴路甲36号一层116,2/6/2026,2/7/2026,王*理,1521017****,永定路街道
北京丝路远航科技有限公司,数字技术员,1,全职,月薪(元):6000-6000,"1.熟悉电脑软硬件、网络基础、常见办公设备的安装与维修；
2.掌握Windows、Office、路由器、交换机、监控等基础操作与排错。",北京市石景山区实兴大街30号院17号楼9层908-207(集群注册),10/6/2026,10/7/2026,孙*师,1520117****,苹果园街道
北京华宇航锋电力技术有限公司,研发工程师,1,全职,月薪(元):8000-15000,"1、电路、电气自动化、电机与电器、电力电子、电力系统等电气工程相关专业，本科以上学历；
2、具备电力电子产品的设计、研制及调试经验；
3、具备电路仿真、电路设计经验；
4、具有较好的口头交流和文字表达能力；
5、会使用PCB板制图软件 ，有军品研发工作经验者优先录用。",北京市平谷区东高村镇门楼庄村北街2号,28/4/2026,25/6/2026,马*士,1780158****,平谷区
北京彼欧英瑞杰汽车系统有限公司,叉车司机,5,全职,月薪(元):6000-10000,"1、初中及以上毕业，持有有效期内的叉车证；
2、有2年以上在制造或汽车行业工作经验；
3、熟练操作叉车；
4、有一定的安全意识；
5、吃苦耐劳，可以接受服从公司分配的其他工作；",北京市顺义区杨镇地区纵二路7-1号,12/5/2026,26/6/2026,王*士,1571139****,杨镇地区
北京国康健业科技有限公司,技工,1,全职,月薪(元):3000-15000,"招聘启事：学校空调 & 油烟清洗工长
招聘岗位：清洗工长（空调 + 食堂油烟管道）工作地点：北京各区域学校（就近安排）用工性质：长期稳定 / 全职
一、岗位职责
1.负责学校中央空调、挂机、柜机清洗、消毒、维保，以及学校食堂油烟管道、净化器、风机、烟罩等深度清洗项目的现场统筹与施工管理。
2.合理安排工人分工、把控施工进度、质量与安全，确保符合校方及卫生防疫要求。
3.负责现场工具、设备、耗材管理，做好施工记录与验收配合。
4.与学校后勤、食堂负责人保持良好沟通，处理现场问题，保障项目顺利交付。
5.带领班组完成日常派单，能独立带队作业。
二、任职要求
1.有空调清洗、油烟管道清洗相关工作经验，熟悉学校 / 单位项目流程者优先。
2.具备带班 / 工长经验，能管理小团队，责任心强、吃苦耐劳。
3.了解基本安全规范，服从管理，做事踏实稳重。
4.能接受学校项目作息，遵守校方管理规定。
5.持有相关操作证、有车或能熟练使用交通工具者优先。
三、薪资待遇
·薪资：面议（底薪 + 提成 / 项目奖金，收入稳定）
·福利：长期活源充足、工作稳定、绩效激励、节日福利等。
`",北京市大兴区经济开发区盛坊路1号3号楼4层404室,17/3/2026,31/12/2027,刘*理,1324093****,大兴区
北京双高志信人力资源有限公司,产业运营专员,5,全职,月薪(元):8000-12000,"教育学历 
大学本科学历（及）以上，法学、管理学、社会学等相关专业
工作经验 
3年以上相关工作经验，熟悉政府办事流程，具有政府关系、政策咨询、资质认定等相关从业经验优先；
资格证书 不限
专业知识与工作技能 ? 
·熟悉政府职能分工、工作程序，能够快速建立和开拓地方政府关系
·熟悉科创相关产业 政策、技术发展趋势、项目开发流程
·对国家政策具有极高的敏感性，有优秀地撰写政府工作报告的能力
·熟悉国家和地区政府关于高新技术产业和创新创业的相关政策
·熟悉孵化器运作模式，具有孵化器筹建、运营管理经验
·具备很强的数据收集及分析能力，熟悉国家财政、税务相关法律法规、政策
能力素质要求 ? 
具备敏锐的市场洞察力、较高的人际沟通能力及较强的商务谈判能力
? 具有亲和力，有较强的组织协调能力、沟通能力及外联与公关能力
? 有较好的学习意识、积极进取，团结同事
? 具有很强的服务意识
? 具有良好的文字功底、熟练的文字撰写和政策解读分析能力
? 优秀的人际交往和表达能力，良好的团队协作和极强的社会活动能力
? 执行力强，结果导向，有责任心，善于交流，具有团队合作精神",北京市海淀区西小口路66号中关村东升科技园·北领地D-3楼308室,21/5/2026,21/6/2026,伊*师,1326981****,北太平庄街道
北京宇翔电子有限公司,标准化岗,5,全职,月薪(元):8000-20000,"熟悉产品制造工艺、各类产品不同等级总规范和试验方法；
熟悉使用办公软件，具备相当的英语阅读、翻译能力，能够阅读产品datasheet；
了解公司产品情况和技术知识，深入了解电子元器件标准化知识；
具备一定的档案管理知识，文档归纳整理能力。",北京市通州区经海四路51号,1/5/2026,1/7/2026,吴*晗,1861238****,经济技术开发区
百度在线网络技术（北京）有限公司,强化学习架构研发工程师,5,全职,月薪(元):18000-41000,"硕士以上学习，具备自然语言处理/计算机视觉视觉的理论背景和实践经验，在AI顶会发表LLM相关论文者优先；
-深入理解大模型后训练相关技术并有一定实践经验，包括SFT/RLHF/RAILF/RM等，有强化学习相关工作经验者优先；
-熟练掌握Python编程语言以及Pytorch、Tensorflow、PaddlePaddle等其中一项深度学习开发框架，有OpenRL、Verl等开源RL框架使用经验者优先
-有较强的学术比赛经验或者在知名数据集的 Leaderboard 上排名靠前优先；
-有较强的代码能力，有高质量的中大型项目或个人开源项目的经验优先；",北京市海淀区上地十街10号百度大厦三层,26/5/2026,26/6/2026,王*,5558****,北京市
北京人形机器人创新中心有限公司,机械设计师,2,全职,月薪(元):10000-30000,"本科及以上学历，机械设计、机械制造等相关专业。
熟悉机械设计、机械制造工艺、结构设计、工程制图等相关理论知识。
具备相关产品设计、结构开发、项目跟进经验折优先。",北京市经济开发区经海五路3号院机器人产业园46号楼,24/2/2026,31/12/2026,韩*士,1394853****,经济技术开发区
北京融德人才咨询服务有限责任公司,会议服务实习生,10,全职,月薪(元):5100-5600,1.大专及以上在校实习生（2026年毕业，可开具实习证明），身体健康，形象好，气质佳，五官端正，身材匀称，无明显疤痕、胎记及纹身；2.普通话标准流利，语言表达能力强，善于沟通，具有亲和力和较强的保密意识；3.具备较强的责任心和服务意识，能够吃苦耐劳，工作踏实稳定，服从工作安排；4.可开具本人及直系亲属（或直接抚养人）无违法、无犯罪记录证明。,北京市朝阳区北京首都机场集团公司办公楼内一层(首都机场内),27/4/2026,30/6/2026,李*士,6450****,香河园街道
北京精灵时创人力资源管理有限公司,机动车司机/驾驶,10,全职,月薪(元):4800-7000,有相关司机经验优先。,北京市朝阳区北苑路甲36号院1号楼-2至11层101内6层C602-1室,9/6/2026,9/7/2026,华*理,1590146****,西长安街街道
北京镨锐机械设备有限公司,电气工程师,2,全职,月薪(元):12000-15000,"1、大专以上学历，机械设计或机电一体化相关以上专业；
2、3年以上相关工作经验，能独立完成岗位职责相关工作；
3、具有西门子PLC和HMI编程能力，了解交流和直流电路、电子电路知识；
4、对机械行业比较了解，熟悉自动化设备；
5、学习能力强，具备良好的沟通和协作能力，工作态度积极；
6、熟悉办公软件，制图软件；
7、会机器人（ABB\库卡、遨博）编程，会调试视觉（邦纳、海康、台达）软件；会开车者优先。",北京市房山区窦店镇广翔路4号,8/6/2026,8/7/2026,魏*士,1593071****,长阳镇
北京硕行教育科技有限公司,体育兼职老师,30,兼职,时薪(元):200-200,"1、有教师资格证
2、按时上课，依据公司就近安排到相对应的幼儿园、学校授课",北京市怀柔区渤海镇三渡河村237号1147室,15/4/2026,30/6/2026,赵*师,1355270****,清河街道
北京鹏奥吉兴汽车销售服务有限公司,钣金工,1,全职,月薪(元):5000-8000,有汽车钣金维修经验，可熟练驾驶汽车，学徒亦可。,北京市平谷区东高村镇兴业路3号1幢1-2层3室,25/3/2026,18/6/2026,军*士,1850090****,平谷区
北京国天健宇物业管理发展有限公司,配电室领班,1,兼职,月薪(元):4500-5000,1、身体健康；2、持有高压电工证；3、具有相工程专业工作经验；4、有配电室管理相关工作经验。,北京市通州区北关大街9号院4区首都医科大学附属北京胸科医院,19/5/2026,19/6/2026,程*师,1328163****,新华街道
北京澜菲科技有限公司,商业地产运营专员,3,全职,月薪(元):4500-4500,"1.房地产、物业管理相关专业优先；
2.沟通协调能力强，服务意识好，做事有条理。",北京市石景山区实兴大街30号院17号楼9层910-292（集群注册）,10/6/2026,10/7/2026,邵*,1572669****,苹果园街道
北京金圣源生态农业有限公司,农事生产工人,2,全职,月薪(元):3000-4000,五官端正，身体健康，有果园工作经验优先，有责任心和团队精神，服从工作安排，能按照领导的要求充分完成工作，工作积极主动，有良好的沟通能力,北京市密云区高岭镇辛庄村,3/6/2026,25/6/2026,刘*华,1581090****,高岭镇
北京卸甲山云兴隆超市,理货员,2,全职,月薪(元):3000-3500,熟悉货品陈列，工作细致踏实，执行力强，能适应轮班，配合门店工作。,北京市密云区西田各庄镇卸甲山村,12/6/2026,18/6/2026,张*凤,1312016****,西田各庄镇
北京珂阳科技有限公司,Java开发工程师,10,全职,月薪(元):8000-15000,"1、计算机相关专业，1-3年开发经验，具备良好的沟通能力，能高效完成任务  
2、学习能力强，有责任心，能主动解决问题  
3、能够适应团队协作，有良好的职业素养",需要接受全国项目地出差,24/2/2026,30/6/2026,李*,1590110****,经济技术开发区
北京利德惠尔劳务派遣有限公司,音乐老师,1,全职,月薪(元):4000-4500,"本科及以上学历，身体健康，无犯罪记录，有小学音乐教师资格证，有教学经验者优先。
工作地点：房山城关附近",北京市房山区良乡苏园小区10号楼1层7-101,1/6/2026,1/7/2026,韦*师,1501148****,西潞街道
上海万送信息科技有限公司,骑手,50,全职,月薪(元):7000-10000,会灵活使用手机内软件，会用导航，会骑二轮电动车,北京市西城区椿树街道宣武门外大街32号富卓花园广场1层、B1层,21/5/2026,21/6/2026,于*长,1357340****,椿树街道
北京富琦养老服务有限公司,面点师,1,全职,月薪(元):5500-6000,身做健康，责任心强，熟悉面点工艺操作流程，持有健康证、面点师职业资格证者优先。,北京市房山区青龙湖镇崇各庄村一街288号一段-四段1幢1层101,2/6/2026,2/7/2026,范*士,1371687****,长沟镇
北京碧水物业管理有限责任公司,家政保洁员,3,全职,月薪(元):4000-7000,身体健康，有家政工作经验,北京市昌平区回龙观镇碧水庄园综合楼307号,25/5/2026,25/6/2026,杨*莉,6973****,南窖乡
北京怀柔尚颐嘉养老服务中心,护士/护理人员,1,全职,月薪(元):5500-5500,"1、为老服务有爱心、责任心；
2、专业：临床护理；
3、需要将护士执业资格注册机构内设医务室，按时完成学分；
4、可以接受夜班；
5、提供入职体检报告及无犯罪证明。",北京市怀柔区北房镇南房村东100米,25/5/2026,25/6/2026,赵*,1350124****,怀柔地区
湘财证券股份有限公司北京顺义站前街证券营业部,理财经理,1,全职,月薪(元):5000-6000,"(1)全日制本科以上学历，资源丰富的学历可放宽至大专;
(2)通过一般证券从业资格考试或从业人员专业能力水平评价测试;
(3)品行端正，团队意识强，具有责任心和艰苦创业精神",北京市顺义区仁和镇站前街1号院1号楼6层,22/5/2026,22/6/2026,张*士  ,1391065****,顺义区
北京福运盛达物流有限公司,客服专员,3,全职,月薪(元):4000-6000,1、有较强的抗压能力，沟通能力佳，有责任心；2、能适应偶尔加班；3、有物流相关工作经验优先，优秀应届毕业生亦可；4、熟练使用办公软件，Word、Excel、基础函数公式的应用等；,北京市大兴区采育开发区采业路9号,9/6/2026,9/7/2026,张*士,1391119****,采育镇
北京天玛智控科技股份有限公司,机器人算法工程师,1,全职,月薪(元):12000-20000,"1.硕士及以上学历，计算机类或相关专业；
2.了解机器人相关空间定位与导航、多模传感感知、规划控制等新技术趋势，具备相关专业知识，独立完成相关课题及项目研究；
3.熟练使用与本岗位相关的办公软件、熟练使用C/C++、Python、Matlab等语言。能够阅读并解释、运用各类技术文件及说明；
4.较强的沟通协作能力及执行力，较强的团队协作精神，品德良好，乐于助人，学习能力强，抗压能力强，无不良嗜好。",北京市顺义区林河南大街27号(科技创新功能区),2/6/2026,2/7/2026,刘*超,1881214****,仁和地区
北京川菜世家餐饮有限公司,洗碗工,1,小时工,时薪(元):30-50,初中以上，热情待人，有餐厅工作经验优先。,北京市海淀区北太平庄街道文慧路4号办公楼一层,22/5/2026,22/6/2026,刘*理,1312662****,北太平庄街道
北京北辰会展投资有限公司北辰丽思卡尔顿酒店,宾客关系协调员,2,全职,月薪(元):3000-5000,为人和善，具有较强的沟通能力和亲和力。,北京市朝阳区天辰东路5号院1号楼-2至3层101内3层N603号,19/5/2026,19/6/2026,王*士,010-6499****,左家庄街道
北京怀源鑫城科技发展有限公司,中餐厨师,2,全职,月薪(元):5000-5500,身体健康，爱岗敬业，有相关经验。,北京市怀柔区北房镇安各庄463号,18/5/2026,24/6/2026,张*霞,1860111****,怀柔地区
北京宽沟会议中心,电工,1,全职,月薪(元):4000-4500,具有中专及以上文化程度以上，具有相关专业知识和技能证书。,北京市怀柔区宽沟路一号,15/5/2026,19/6/2026,覃*,6963****,龙山街道
中瑞诚会计师事务所（特殊普通合伙）,审计经理,5,全职,月薪(元):5000-12000,"1、本科及本科以上学历，审计、会计、财务管理相关专业优先；
2、三年以上会计师事务所相关工作经历；具备独立承担中小型项目的审计工作能力；
3、对项目组人员能够进行有效的管理、组织、督导和培训，保持团队凝聚力和拼搏精神；
4、熟悉企业会计准则和审计准则；
5、为人诚实正直，工作细致认真，有高度的团队合作精神和工作责任感；
6、有较强的语言、文字表达能力，有良好的沟通、协调能力，电脑操作熟练；
7、具有注册会计师执业资格优先，能熟练编制集团公司合并财务报表优先。",北京市海淀区枫蓝国际A座18层,14/5/2026,14/6/2026,乔*士,66553366-****,北太平庄街道
北京明朝万达科技股份有限公司,Java研发工程师,5,全职,月薪(元):8000-12000,"1.统招本科及以上学历，计算机类、数学类、通信类、电子类相关专业优先；
2.有志于从事IT行业、热爱编程工作，热衷于钻研技术问题；
3.具备扎实的计算机软硬件知识，熟悉C++编程语言；
4.具备相关实习经验的其它理工类专业毕业生亦可考虑。此岗位为校招职位。",北京市海淀区阜外亮甲店1号恩济西园产业园16号楼B座一层106,5/6/2026,20/6/2026,李*士,1369141****,羊坊店街道
北京企乐安全技术有限公司,业务经理,5,全职,月薪(元):7000-20000,沟通能力、市场洞察力、承受能力强,北京市西城区西单大悦城写字楼西单北大街131号,6/5/2026,31/7/2026,李*师,1370103****,朝阳门街道
北京育乐宝家政服务有限公司,育儿嫂,30,全职,月薪(元):8000-10000,身体健康有责任心有耐心,北京市怀柔区迎宾中路甲42号楼一层1-101,21/5/2026,24/6/2026,潘*师,1581072****,什刹海街道
北京古亭技术有限公司,物业管理员,2,全职,月薪(元):5500-6500,"1.有物业客服 / 工程协调 / 园区管理经验优先。
2.沟通协调能力强，服务意识好，熟悉园区物业运作流程。
3.熟练使用手机与办公软件，做事认真细致、执行力强。
4.身体健康，能适应园区现场巡查工作
5.无不良嗜好，无违法犯罪记录。
6.需24小时手机保持畅通，住在园区，以应对突发事件，及时处理",北京市昌平区阳坊镇极东未来产业园,18/5/2026,18/6/2026,纪*师,1565271****,万柳地区
北京雷力海洋生物新产业股份有限公司生产基地,电工,1,全职,月薪(元):4500-5500,低压、高压电工证,北京市怀柔区雁栖工业开发区雁栖大街15号,28/5/2026,28/6/2026,李*生,1860039****,渤海镇
北京昕卓越生物医药科技有限公司,化学实验室技术员/研究员,5,全职,月薪(元):10000-15000,医药、细胞生物学、生物工程、生物学、免疫学、基础医学或药学等相关专业本科及以上学历,北京市大兴区礼贤镇集运街2号院自贸试验区大兴机场片区综合保税区3号楼一层101号,9/6/2026,9/7/2026,马*钰,1381124****,昌平区
北京东方中恒科技发展有限公司,市场销售,1,全职,月薪(元):8000-11000,同行业经验或销售岗位经验,北京市石景山区石景山路22号A座(长城大厦)11层1113室,24/2/2026,22/6/2026,郭*理,1381175****,石景山区
北京诺亚之光人力资源服务有限公司,机器人测试岗,15,全职,月薪(元):7000-10000,本科及以上学历，3年以上机器人智能硬件测试、调试相关经验；逻辑清晰，具备问题排查、文档编写能力，经验丰富者可放宽学历要求,北京市延庆区风谷四路8号院27号楼-1至6层101号B座414室（中关村延庆园）,3/6/2026,3/7/2026,代*飞,1893113****,旧宫地区
北京福管家生活服务有限公司,养老护理员,30,兼职,月薪(元):6000-10000,"1、身体健康，学历无要求，持有效健康证，体检合格，无传染病、无精神疾病、无重大病史、无犯罪记录、人品端正、踏实肯干；
2、有爱心、耐心、细心、责任心，真心愿意照顾老人，性格温和、情绪稳定，善于倾听、沟通好；
3、能接受白班、轮班、节假日值班；
4、持有养老护理员证、护工证、健康证优先。",北京市海淀区知春路111号15层1508-1,27/5/2026,27/6/2026,李*士,1861163****,万寿路街道
北京麦当劳食品有限公司德外餐厅,共享维保员工,20,全职,月薪(元):4000-5000,具备强烈的团队合作意识 能够接受跨门店工作及夜班工作 能够操作手机软件并按指引录入系统 有保养设备及电工经验者优先考虑,北京市西城区北三环中路14号,19/5/2026,19/6/2026,温*欣,1580106****,德胜街道
友邦人寿保险有限公司北京分公司,保险代理人,20,全职,月薪(元):10000-50000,1.为个人及其家庭提供保障需求分析及家庭保障规划(涵盖人寿、医疗、教育、养老及财富规划等)；,北京市朝阳区东三环北路甲26号楼4层401等[168]套内第23层、24层、25层01/02/03B 单元,21/5/2026,21/6/2026,王*士,1660113****,昌平区
圆通速递（北京）有限公司,网络/在线客服,10,全职,月薪(元):3000-7000,"1中专及以上学历
2.打字速度35字/以上",北京市顺义区南法信镇顺畅大道1号B-042室,20/5/2026,19/6/2026,马*玉,1556793****,顺义区
